Key,english,french,spanish,german,polish,brazilian,russian,turkish,tchinese
qc_FuriousRamsayHuntDesc,"Help the Trader Network get rid of some mutated animals.\n\nYou keep whatever you kill, they just want them gone. They'll send in some support.","Aidez le réseau de marchands à se débarrasser de certains animaux mutants.\n\nVous gardez tout ce que vous tuez, ils veulent juste s'en débarrasser. Ils enverront du soutien.","Ayuda a la Red de Comerciantes a deshacerse de algunos animales mutados.\n\nConserva lo que mates, solo quieren que se vayan. Enviarán apoyo.","Hilf dem Händlernetzwerk, einige mutierte Tiere loszuwerden.\n\nDu behältst, was du tötest, sie wollen sie nur loswerden. Sie werden Unterstützung schicken.","Pomóż Sieci Handlowej pozbyć się zmutowanych zwierząt.\n\nZachowaj wszystko, co zabijesz, a oni po prostu chcą się ich pozbyć. Wyślą wsparcie.","Ajude a Rede de Comerciantes a se livrar de alguns animais mutantes.\n\nVocê fica com tudo o que matar, eles só querem se livrar deles. Eles enviarão reforços.","Помогите Торговой сети избавиться от мутировавших животных.\n\nВы оставите себе всё, что убьёте, они просто хотят, чтобы их убрали. Они пришлют вам поддержку.","Tüccar Ağı'nın bazı mutasyona uğramış hayvanlardan kurtulmasına yardım edin. Öldürdüğünüz her şeyi siz alırsınız, onlar sadece onların gitmesini ister. Biraz destek gönderecekler.",幫助商人網絡清除一些變異動物。\n\n你殺掉的都歸你，他們只要它們消失。他們會派一些支援。
qc_FuriousRamsayHunterTraining,Hunter Training Instructions,Instructions de formation pour les hunters,Instrucciones de entrenamiento para cazadores,Anweisungen zur Jägerausbildung,Instrukcje szkolenia myśliwego,Instruções de Treinamento de Caça,Инструкции по дрессировке охотников,Avcı Eğitim Talimatları,獵人訓練說明
qc_FuriousRamsayHunterTrainingDesc,These instructions describe how to start on the path of the [53adbd]HUNTER[-].\n\n[e89090]PLEASE HAVE A LOOK AT THE DETAILS OF THIS CLASS IN THE SKILL WINDOW BEFORE SELECTING IT[-].\n\nYou will be given a couple special generic DNA boosts to get you started towards the Genetics line of your choice.\n\nPlease note that Genetics are completely independent from the Classes and only affect your progression towards Genetics-related Perks,Ces instructions décrivent comment démarrer sur le chemin du [53adbd]HUNTER[-].\n\n[e89090]VEUILLEZ CONSULTER LES DéTAILS DE CETTE CLASSE DANS LA FENÊTRE DE COMPéTENCE AVANT DE LA SéLECTIONNER[-].\n\nVous recevrez quelques boosts d'ADN génériques spéciaux pour vous aider à démarrer vers la ligne génétique de votre choix.\n\nVeuillez noter que la génétique est complètement indépendante des classes et n'affecte que votre progression vers les avantages liés à la génétique,"Estas instrucciones describen cómo comenzar el camino del [53adbd]CAZADOR[-].\n\n[e89090]POR FAVOR, MIRA LOS DETALLES DE ESTA CLASE EN LA VENTANA DE HABILIDADES ANTES DE SELECCIONARLA[-].\n\nRecibirás un par de mejoras de ADN genéricas especiales para que comiences hacia la línea de Genética que elijas.\n\nTen en cuenta que la Genética es completamente independiente de las Clases y solo afecta tu progreso hacia las Ventajas relacionadas con la Genética.","Diese Anleitung beschreibt, wie du den Pfad des [53adbd]JÄGER[-] einschlägst.\n\n[e89090]BITTE SIEH DIR DIE DETAILS DIESER KLASSE IM FÄHIGKEITENFENSTER AN, BEVOR DU SIE AUSWÄHLST[-].\n\nDu erhältst einige spezielle generische DNA-Boni, die dir den Einstieg in die Genetiklinie deiner Wahl erleichtern.\n\nBitte beachte, dass die Genetik völlig unabhängig von den Klassen ist und nur deinen Fortschritt bei den Genetik-bezogenen Vorteilen beeinflusst.","Te instrukcje opisują, jak rozpocząć ścieżkę [53adbd]ŁOWCY[-].\n\n[e89090]PRZECZYTAJ SZCZEGÓŁY TEJ KLASY W OKNIE UMIEJĘTNOŚCI PRZED JEJ WYBOREM[-].\n\nOtrzymasz kilka specjalnych, ogólnych wzmocnień DNA, które pomogą Ci rozpocząć rozwój w wybranej linii genetycznej.\n\nPamiętaj, że genetyka jest całkowicie niezależna od klas i wpływa jedynie na postęp w kierunku umiejętności związanych z genetyką.","Estas instruções descrevem como iniciar a jornada do [53adbd]CAÇADOR[-].\n\n[e89090]POR FAVOR, VEJA OS DETALHES DESTA CLASSE NA JANELA DE HABILIDADES ANTES DE SELECIONÁ-LA[-].\n\nVocê receberá alguns bônus de DNA genéricos especiais para começar a trilhar o caminho da Genética de sua escolha.\n\nObserve que a Genética é completamente independente das Classes e afeta apenas sua progressão em direção às Vantagens relacionadas à Genética.","Эти инструкции описывают, как начать путь [53adbd]ОХОТНИКА[-].\n\n[e89090]ПОЖАЛУЙСТА, ПОСМОТРИТЕ НА ПОДРОБНОСТИ ЭТОГО КЛАССА В ОКНЕ НАВЫКОВ, ПРЕЖДЕ ЧЕМ ВЫБРАТЬ ЕГО[-].\n\nВам будет предоставлено несколько специальных универсальных улучшений ДНК, которые помогут вам начать движение к выбранной вами линии генетики.\n\nОбратите внимание, что генетика полностью независима от классов и влияет только на ваш прогресс в направлении перков, связанных с генетикой.","Bu talimatlar, [53adbd]HUNTER[-] yolunda nasıl başlayacağınızı açıklar.\n\n[e89090]LÜTFEN SEÇMEDEN ÖNCE BU SINIFIN DETAYLARINA BECERİ PENCERESİNDEN BAKIN[-].\n\nSeçtiğiniz Genetik hattına doğru başlamanız için size birkaç özel genel DNA desteği verilecektir.\n\nLütfen Genetiklerin Sınıflardan tamamen bağımsız olduğunu ve yalnızca Genetikle İlgili Avantajlara doğru ilerlemenizi etkilediğini unutmayın.",這些說明描述如何踏上[53adbd]獵人[-]之路\n\n[e89090]選擇此職業前請在技能視窗中查看此職業的詳細資訊[-]。\n\n你將獲得一些特殊的通用DNA增幅，讓你開始朝你選擇的遺傳學路線發展。\n\n請注意遺傳學與職業完全獨立，僅影響你朝遺傳學相關特長的進度
qc_FuriousRamsayHuntTier1,The Hunt (Tier 1),La chasse (Niveau 1),La caza (Nivel 1),Die Jagd (Stufe 1),Polowanie (poziom 1),A Caçada (Nível 1),Охота (Уровень 1),Av (1. Seviye),狩獵（階級 1）
qc_FuriousRamsayHuntTier2,The Hunt (Tier 2),La chasse (Niveau 2),La caza (Nivel 2),Die Jagd (Stufe 2),Polowanie (poziom 2),A Caçada (Nível 2),Охота (Уровень 2),Av (2. Seviye),狩獵（階級 2）
qc_FuriousRamsayHuntTier3,The Hunt (Tier 3),La chasse (Niveau 3),La caza (nivel 3),Die Jagd (Stufe 3),Polowanie (poziom 3),A Caçada (Nível 3),Охота (Уровень 3),Av (3. Seviye),狩獵（階級 3）
qc_FuriousRamsayHuntTier4,The Hunt (Tier 4),La chasse (Niveau 4),La caza (nivel 4),Die Jagd (Stufe 4),Polowanie (poziom 4),A Caçada (Nível 4),Охота (Уровень 4),Av (4. Seviye),狩獵（階級 4）
qc_FuriousRamsayHuntTier5,The Hunt (Tier 5),La chasse (Niveau 5),La caza (nivel 5),Die Jagd (Stufe 5),Polowanie (poziom 5),A Caçada (Nível 5),Охота (Уровень 5),Av (5. Seviye),狩獵（階級 5）
qc_FuriousRamsayKamikazeTier1,Kamikaze Challenge (Tier 1),Défi Kamikaze (Niveau 1),Desafío Kamikaze (Nivel 1),Kamikaze-Herausforderung (Stufe 1),Wyzwanie Kamikaze (poziom 1),Desafio Kamikaze (Nível 1),Испытание камикадзе (Уровень 1),Kamikaze Mücadelesi (1. Seviye),神風挑戰（階級 1）
qc_FuriousRamsayKamikazeTier2,Kamikaze Challenge (Tier 2),Défi Kamikaze (Niveau 2),Desafío Kamikaze (Nivel 2),Kamikaze-Herausforderung (Stufe 2),Wyzwanie Kamikaze (poziom 2),Desafio Kamikaze (Nível 2),Испытание камикадзе (Уровень 2),Kamikaze Mücadelesi (2. Kademe),神風挑戰（階級 2）
qc_FuriousRamsayKamikazeTier3,Kamikaze Challenge (Tier 3),Défi Kamikaze (Niveau 3),Desafío Kamikaze (Nivel 3),Kamikaze-Herausforderung (Stufe 3),Wyzwanie Kamikaze (poziom 3),Desafio Kamikaze (Nível 3),Испытание камикадзе (Уровень 3),Kamikaze Mücadelesi (3. Seviye),神風挑戰（階級 3）
qc_FuriousRamsayKamikazeTier4,Kamikaze Challenge (Tier 4),Défi Kamikaze (Niveau 4),Desafío Kamikaze (Nivel 4),Kamikaze-Herausforderung (Stufe 4),Wyzwanie Kamikaze (poziom 4),Desafio Kamikaze (Nível 4),Испытание камикадзе (Уровень 4),Kamikaze Mücadelesi (4. Seviye),神風挑戰（階級 4）
qc_FuriousRamsayKamikazeTier5,Kamikaze Challenge (Tier 5),Défi Kamikaze (Niveau 5),Desafío Kamikaze (Nivel 5),Kamikaze-Herausforderung (Stufe 5),Wyzwanie Kamikaze (poziom 5),Desafio Kamikaze (Nível 5),Испытание камикадзе (Уровень 5),Kamikaze Mücadelesi (5. Seviye),神風挑戰（階級 5）
qc_FuriousRamsayLocateShelter,POI Marker,Marqueur POI,Marcador de POI,POI-Markierung,Znacznik POI,Marcador POI,Маркер POI,POI İşaretleyicisi,資訊點標記
qc_FuriousRamsayLocateShelterBerserker,POI Marker (Berserker),Marqueur POI (Berserker),Marcador de PDI (Berserker),POI-Markierung (Berserker),Znacznik POI (Berserker),Marcador de Ponto de Interesse (Berserker),Маркер POI (Берсерк),POI İşaretleyicisi (Berserker),地點標記（狂戰士）
qc_FuriousRamsayLocateShelterBuilder,POI Marker (Builder),Marqueur POI (Builder),Marcador de POI (Constructor),POI-Marker (Ersteller),Znacznik POI (Builder),Marcador de Ponto de Interesse (Construtor),Маркер POI (строитель),POI İşaretleyici (Oluşturucu),地點標記（建造者）
qc_FuriousRamsayLocateShelterButcher,POI Marker (Butcher),Marqueur POI (Butcher),Marcador de POI (Carnicero),POI-Marker (Metzger),Znacznik POI (Rzeźnik),Marcador de Ponto de Interesse (Açougueiro),Маркер POI (мясник),POI İşaretleyici (Kasap),地點標記（屠夫）
qc_FuriousRamsayLocateShelterChef,POI Marker (Sous-Chef),Marqueur POI (Sous-Chef),Marcador de POI (Sous-Chef),POI-Marker (Sous-Chef),Znacznik POI (Sous-Chef),Marcador de Ponto de Interesse (Subchefe),Маркер POI (су-шеф),POI İşaretleyicisi (Sous-Chef),地點標記（副廚）
qc_FuriousRamsayLocateShelterDesc,"I would suggest you clear a POI, but it isn't necessary. If you are ok with the area you are in, we can set up here.\n\nI'll make myself available to you whenever you feel like you need training of any sort.\n\n - Briston","Je vous suggèrerais de dégager un POI, mais ce n'est pas nécessaire. Si la zone dans laquelle vous vous trouvez vous convient, nous pouvons nous installer ici.\n\nJe me rendrai disponible pour vous chaque fois que vous ressentirez le besoin d'une formation de quelque sorte que ce soit.\n\n - Briston","Te sugiero que despejes un punto de interés, pero no es necesario. Si te sientes cómodo con la zona en la que te encuentras, podemos instalarnos aquí.\n\nEstaré disponible para ti cuando necesites cualquier tipo de capacitación.\n\n - Briston","Ich würde Ihnen empfehlen, einen POI zu räumen, aber es ist nicht zwingend notwendig. Wenn Sie mit dem Gebiet, in dem Sie sich befinden, einverstanden sind, können wir uns hier einrichten.\n\nIch stehe Ihnen jederzeit zur Verfügung, wenn Sie Schulungen jeglicher Art benötigen.\n\n - Briston","Sugerowałbym, żebyś zaznaczył/a jakiś punkt POI, ale nie jest to konieczne. Jeśli okolica, w której się znajdujesz, Ci odpowiada, możemy się tu rozstawić.\n\nBędę do Twojej dyspozycji, kiedy tylko poczujesz, że potrzebujesz jakiegokolwiek szkolenia.\n\n - Briston","Eu sugiro que você limpe um ponto de interesse, mas não é necessário. Se você estiver confortável com a área em que está, podemos começar por aqui.\n\nEstarei à sua disposição sempre que precisar de qualquer tipo de treinamento.\n\n - Briston","Я бы посоветовал вам зачистить точку интереса, но это не обязательно. Если вас устраивает район, где вы находитесь, мы можем развернуться здесь.\n\nЯ буду готов помочь вам, когда вам понадобится какое-либо обучение.\n\n — Бристон","Bir POI temizlemenizi öneririm, ancak gerekli değil. Bulunduğunuz bölge sizin için uygunsa, burada kurulum yapabiliriz.\n\nHerhangi bir eğitime ihtiyaç duyduğunuzda size yardımcı olmaya hazırım.\n\n - Briston",我建議你清除一個POI，但這不是必須的。如果你找到一個你喜歡的安全地方，那就更好了。\n\n只要確保你有足夠的空間，我需要一些周圍的空間。
qc_FuriousRamsayLocateShelterHunter,POI Marker (Hunter),Marqueur POI (hunter),Marcador de POI (Hunter),POI-Markierung (Jäger),Znacznik POI (Hunter),Marcador de Ponto de Interesse (Caçador),Маркер POI (Охотник),POI İşaretleyici (Avcı),地點標記（獵人）
qc_FuriousRamsayLocateShelterMadman,POI Marker (Madman),Marqueur de POI (Madman),Marcador de POI (Loco),POI-Markierung (Verrückter),Znacznik POI (Szaleniec),Marcador de Ponto de Interesse (Louco),Маркер POI (Madman),POI İşaretleyicisi (Deli Adam),地點標記（瘋子）
qc_FuriousRamsayLocateShelterSoldier,POI Marker (Soldier),Marqueur POI (Soldier),Marcador de POI (Soldado),POI-Markierung (Soldat),Znacznik POI (Żołnierz),Marcador de Ponto de Interesse (Soldado),Маркер POI (Солдат),POI İşaretleyicisi (Asker),地點標記（士兵）
qc_FuriousRamsayLocateShelterTechnogeek,POI Marker (Technogeek),Marqueur POI (Technogeek),Marcador de puntos de interés (Technogeek),POI-Marker (Technogeek),Znacznik POI (Technogeek),Marcador de Ponto de Interesse (Tecnogeek),Маркер POI (Technogeek),POI İşaretleyici (Technogeek),地點標記（科技宅）
qc_FuriousRamsayLocateShelterThug,POI Marker (Thug),Marqueur POI (Thug),Marcador de POI (matón),POI-Markierung (Ganove),Znacznik POI (Thug),Marcador de Ponto de Interesse (Bandido),Маркер POI (Бандит),POI İşaretleyici (Thug),地點標記（暴徒）
qc_FuriousRamsayLocateShelterWitchDoctor,POI Marker (Witch Doctor),Marqueur POI (Witch Doctor),Marcador de POI (médico brujo),POI-Marker (Hexendoktor),Znacznik POI (Szaman),Marcador de Ponto de Interesse (Feiticeiro),Маркер POI (Знахарь),POI İşaretleyicisi (Cadı Doktoru),地點標記（巫醫）
qc_FuriousRamsayMadmanTraining,Madman Training Instructions,Instructions de formation de Madman,Instrucciones de entrenamiento de Madman,Anleitung zum Training für Wahnsinnige,Instrukcje treningowe Madman,Instruções de Treinamento para Loucos,Инструкции по обучению безумца,Madman Eğitim Talimatları,瘋子訓練說明
qc_FuriousRamsayMadmanTrainingDesc,These instructions describe how to start on the path of the [e8a276]MADMAN[-]\n\n[e89090]PLEASE HAVE A LOOK AT THE DETAILS OF THIS CLASS IN THE SKILL WINDOW BEFORE SELECTING IT[-]..\n\nYou will be given a couple special generic DNA boosts to get you started towards the Genetics line of your choice.\n\nPlease note that Genetics are completely independent from the Classes and only affect your progression towards Genetics-related Perks,Ces instructions décrivent comment démarrer sur le chemin du [e8a276]MADMAN[-]\n\n[e89090]VEUILLEZ CONSULTER LES DéTAILS DE CETTE CLASSE DANS LA FENÊTRE DE COMPéTENCE AVANT DE LA SéLECTIONNER[-]..\n\nVous recevrez quelques boosts d'ADN génériques spéciaux pour vous aider à démarrer vers la ligne génétique de votre choix.\n\nVeuillez noter que la génétique est complètement indépendante des classes et n'affecte que votre progression vers les avantages liés à la génétique,"Estas instrucciones describen cómo comenzar el camino del [e8a276]LOCO[-]\n\n[e89090]POR FAVOR, MIRA LOS DETALLES DE ESTA CLASE EN LA VENTANA DE HABILIDADES ANTES DE SELECCIONARLA[-]..\n\nRecibirás un par de mejoras de ADN genéricas especiales para que comiences hacia la línea de Genética de tu elección.\n\nTen en cuenta que la Genética es completamente independiente de las Clases y solo afecta tu progresión hacia las Ventajas relacionadas con la Genética.","Diese Anleitung beschreibt, wie du den Pfad des [e8a276]MADMAN[-] einschlägst.\n\n[e89090]BITTE SIEH DIR DIE DETAILS DIESER KLASSE IM FÄHIGKEITENFENSTER AN, BEVOR DU SIE AUSWÄHLST[-]..\n\nDu erhältst einige spezielle generische DNA-Boni, die dir den Einstieg in die Genetik-Linie deiner Wahl erleichtern.\n\nBitte beachte, dass die Genetik völlig unabhängig von den Klassen ist und nur deinen Fortschritt bei den Genetik-bezogenen Vorteilen beeinflusst.","Te instrukcje opisują, jak rozpocząć ścieżkę [e8a276]SZALEŃCA[-]\n\n[e89090]PRZECZYTAJ SZCZEGÓŁY TEJ KLASY W OKNIE UMIEJĘTNOŚCI PRZED JEJ WYBOREM[-]..\n\nOtrzymasz kilka specjalnych, ogólnych wzmocnień DNA, które pomogą Ci rozpocząć rozwój w wybranej linii genetycznej.\n\nPamiętaj, że genetyka jest całkowicie niezależna od klas i wpływa jedynie na postęp w kierunku umiejętności związanych z genetyką.","Estas instruções descrevem como iniciar a jornada do [e8a276]LOUCO[-]\n\n[e89090]POR FAVOR, VEJA OS DETALHES DESTA CLASSE NA JANELA DE HABILIDADES ANTES DE SELECIONÁ-LA[-]..\n\nVocê receberá alguns bônus de DNA genéricos especiais para começar a trilhar o caminho da linha de Genética de sua escolha.\n\nObserve que a Genética é completamente independente das Classes e afeta apenas sua progressão em direção às Vantagens relacionadas à Genética.","Эти инструкции описывают, как начать путь [e8a276]БЕЗУМЦА[-]\n\n[e89090]ПОЖАЛУЙСТА, ПОСМОТРИТЕ НА ПОДРОБНОСТИ ЭТОГО КЛАССА В ОКНЕ НАВЫКОВ, ПРЕЖДЕ ЧЕМ ВЫБРАТЬ ЕГО[-]..\n\nВам будет предоставлено несколько специальных универсальных улучшений ДНК, которые помогут вам начать движение к выбранной вами линии генетики.\n\nОбратите внимание, что генетика полностью независима от классов и влияет только на ваш прогресс в направлении перков, связанных с генетикой.","Bu talimatlar, [e8a276]DELİ[-] yolunda nasıl başlayacağınızı açıklar.\n\n[e89090]LÜTFEN SEÇMEDEN ÖNCE BU SINIFIN DETAYLARINA BECERİ PENCERESİNDEN BAKIN[-]..\n\nSeçtiğiniz Genetik hattına doğru başlamanız için size birkaç özel genel DNA desteği verilecektir.\n\nLütfen Genetiklerin Sınıflardan tamamen bağımsız olduğunu ve yalnızca Genetikle ilgili Avantajlara doğru ilerlemenizi etkilediğini unutmayın.",這些說明描述如何踏上[e8a276]瘋子[-]之路\n\n[e89090]選擇此職業前請在技能視窗中查看此職業的詳細資訊[-]。\n\n你將獲得一些特殊的通用DNA增幅，讓你開始朝你選擇的遺傳學路線發展。\n\n請注意遺傳學與職業完全獨立，僅影響你朝遺傳學相關特長的進度
